Timestamp,Pais,Código de participante,Ud es:,1. Entregaría recomendaciones de higiene oral a pacientes adultos,3. ¿Le entregaría recomendación de higiene oral a CADA paciente adulto?,4. ¿Cuánto tiempo dedicaría dando recomendaciones de higiene oral?,6. ¿Recomendaría enjuague bucal fluoridado como parte de una rutina diaria de higiene oral?,7. ¿Recomendaría el cepillado dental a todos los pacientes adultos?,"8.a) Cuando recomienda el cepillado dental, ¿recomendaría usted un tipo de cepillo?","8.b) Cuando recomienda el cepillado dental, ¿recomendaría usted tamaño de la cabeza del cepillo?","8.c) Cuando recomienda el cepillado dental, ¿con qué frecuencia recomendaría usted cambiar el cepillo de dientes?","8.f) Cuando recomienda el cepillado dental, ¿recomendaría usted una técnica de cepillado?",9. ¿Recomendaría el uso de pasta dental a todos los pacientes adultos?,"10.c) Cuando recomienda pasta dental, ¿cuanta cantidad de pasta de dientes a utilizar cada vez?","12.a) Cuando recomienda la limpieza interdental, ¿recomendaría un tipo de dispositivo interdental?",13. La higiene oral juega un rol causal en muchas enfermedades orales.,14. La persona promedio de mi país tiene buena salud oral.,15. Modificaciones a la higiene oral pueden prevenir muchas enfermedades oral.,16. La profilaxis profesional no tiene efecto sobre la salud oral de los individuos.,17. Los dentistas no dan suficientes recomendaciones sobre higiene oral a sus pacientes.,18. El personal dental (dentistas y auxiliares) desempeñan el mismo rol en brindar consejos de higiene oral a los pacientes.,"19. Consejos de salud bucal contradictorios pueden tener un efecto negativo en el comportamiento, la motivación y las actitudes de un individuo.",20. La eliminación de las contradicciones en los mensajes de salud oral puede tener efectos positivos sobre la salud oral de los chilenos.,21. Existen contradicciones entre los mensajes de salud oral entregados por  dentistas y personal auxiliar odontológico.,22. Mejores consejos preventivos de profesionales de la odontología puede tener efectos positivos significativos sobre la salud de las personas.
9/14/2014 17:29:37,Chile,221E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,manual,no recomendaría,3 meses,stillman,Si,no recomendaría,hilo dental,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
9/14/2014 17:42:29,Chile,224E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,recomendaría,no recomendaría,3 meses,stillman,Si,no recomendaría,ambos,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
9/14/2014 17:55:39,Chile,180E,Estudiante,cuando usted sienta que es necesario,Si,10 minutos o más,No,Si,manual,pequeño,1-3 meses,stillman,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo
9/14/2014 23:56:02,Chile,56D,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,medio,3 meses,stillman,Si,"mas que tamaño arveja, menos que 1/2 cabeza",ambos,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo
9/15/2014 0:20:37,Chile,62D,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,manual,pequeño,3 meses,stillman,Si,menos que tamaño arveja,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
9/15/2014 1:22:11,Chile,31E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,pequeño,1-3 meses,stillman,Si,menos que tamaño arveja,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo
9/8/2014 20:55:53,Chile,166E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,pequeño,3-6 meses,stillman modificada,Si,no recomendaría,hilo dental,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
9/9/2014 14:41:56,Chile,49E,Estudiante,cuando usted sienta que es necesario,Si,5 minutos,Si,Si,manual,pequeño,1-3 meses,stillman modificada,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo
9/11/2014 10:01:03,Chile,1D,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,no recomendaría,stillman modificada,Si,tamaño arveja ,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
9/14/2014 21:29:21,Chile,45E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,manual,pequeño,3 meses,stillman modificada,Si,tamaño arveja ,hilo dental,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
9/14/2014 22:09:44,Chile,6E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,No,manual,medio,1-3 meses,stillman modificada,No,menos que tamaño arveja,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo
9/14/2014 22:27:47,Chile,8E,Estudiante,cuando usted sienta que es necesario,Si,8 minutos,No,Si,manual,pequeño,1-3 meses,stillman modificada,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
9/15/2014 1:12:10,Chile,16D,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,Si,Si,manual,medio,1-3 meses,stillman modificada,Si,tamaño arveja ,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo
9/15/2014 1:13:53,Chile,15D,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,medio,1-3 meses,stillman modificada,Si,"mas que tamaño arveja, menos que 1/2 cabeza",ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
9/15/2014 1:19:45,Chile,30E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,pequeño,3-6 meses,stillman modificada,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
9/15/2014 1:24:57,Chile,32E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,Si,Si,manual,pequeño,1-3 meses,stillman modificada,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo
9/15/2014 1:34:45,Chile,5D,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,3 meses,stillman modificada,Si,tamaño arveja ,hilo dental,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
9/20/2014 23:14:39,Chile,10E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,medio,3-6 meses,stillman modificada,Si,recomendaría,hilo dental,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
9/14/2014 23:50:44,Chile,55D,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,Si,Si,recomendaría,medio,3 meses,stillman o barrido ,Si,"mas que tamaño arveja, menos que 1/2 cabeza",ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
06/11/14 12:57,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,pequeño,3 meses,Bass,Si,"mas que tamaño arveja, menos que 1/2 cabeza",hilo dental,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 4:55:11,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,No,Si,manual,medio,3-6 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
6/17/2014 6:10:04,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,No,Si,no recomendaría,no recomendaría,3 meses,recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
6/17/2014 6:21:15,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,no recomendaría,no recomendaría,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
6/17/2014 6:23:35,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,Si,Si,manual,medio,3 meses,Vertical,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 6:25:03,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",,10 minutos o más,No,Si,eléctrico,medio,3 meses,recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 6:29:00,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,No,Si,no recomendaría,no recomendaría,no recomendaría,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
6/17/2014 6:38:18,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,No,Si,eléctrico,no recomendaría,no recomendaría,recomendaría,Si,no recomendaría,hilo dental,De acuerdo,En desacuerdo,En desacuerdo,,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo
6/17/2014 7:12:19,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,Si,Si,no recomendaría,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
6/17/2014 7:26:15,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,1-2 minutos,No,Si,manual,pequeño,3 meses,recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo
6/17/2014 7:54:23,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,no recomendaría,Stillman modificada (sin saber nombre),Si,"mas que tamaño arveja, menos que 1/2 cabeza",ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
6/17/2014 8:03:37,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,no recomendaría,pequeño,1-3 meses,recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 8:13:50,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,No,Si,no recomendaría,no recomendaría,3 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo
6/17/2014 8:30:39,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,No,5 minutos,No,Si,no recomendaría,no recomendaría,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 8:34:16,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,No,Si,eléctrico,no recomendaría,3 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
6/17/2014 8:34:21,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,No,Si,eléctrico,no recomendaría,3 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
6/17/2014 8:36:23,Letonia,,Dentista,cuando usted sienta que es necesario,No,8 minutos,No,Si,no recomendaría,pequeño,3 meses,no recomendaría,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
6/17/2014 8:37:31,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,10 minutos o más,Si,Si,no recomendaría,medio,3-6 meses,Vertical,Si,"mas que tamaño arveja, menos que 1/2 cabeza",ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 8:50:58,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,medio,3-6 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
6/17/2014 9:26:49,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,no recomendaría,medio,3 meses,no recomendaría,Si,tamaño arveja ,cepillos interdentales,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
6/17/2014 9:34:05,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,eléctrico,no recomendaría,3 meses,no recomendaría,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 9:41:12,Letonia,,Dentista,cuando usted sienta que es necesario,No,8 minutos,No,Si,manual,medio,3-6 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo
6/17/2014 9:41:38,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,No,Si,no recomendaría,no recomendaría,1-3 meses,cepillado rotacional,Si,"mas que tamaño arveja, menos que 1/2 cabeza",ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo
6/17/2014 10:08:48,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,pequeño,3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
6/17/2014 10:21:37,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,No,No,no recomendaría,no recomendaría,3-6 meses,no recomendaría,Si,no recomendaría,hilo dental,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
6/17/2014 10:31:09,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,Si,Si,manual,medio,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
6/17/2014 10:42:17,Letonia,,Dentista,cuando usted sienta que es necesario,Si,5 minutos,No,Si,manual,medio,3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
6/17/2014 10:50:31,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,manual,pequeño,1-3 meses,recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 10:50:59,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,no recomendaría,pequeño,3 meses,cepillado rotacional,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
6/17/2014 10:51:40,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,,Si,manual,pequeño,3-6 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
6/17/2014 10:54:25,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,No,5 minutos,No,Si,manual,medio,1-3 meses,recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo
6/17/2014 11:01:31,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,eléctrico,medio,3-6 meses,no recomendaría,Si,tamaño arveja ,Irrigator,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo
6/17/2014 11:01:47,Letonia,,Dentista,cuando usted sienta que es necesario,Si,5 minutos,No,Si,manual,medio,3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
6/17/2014 11:01:42,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,No,Si,manual,pequeño,3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 11:07:16,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,eléctrico,pequeño,1-3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,,,De acuerdo,,Muy de acuerdo
6/17/2014 11:14:27,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3 meses,cepillado rotacional,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 11:16:41,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,Si,Si,no recomendaría,medio,1-3 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
6/17/2014 11:31:40,Letonia,,Dentista,cuando usted sienta que es necesario,Si,1-2 minutos,No,Si,eléctrico,no recomendaría,no recomendaría,recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,,,Muy en desacuerdo,De acuerdo
6/17/2014 11:46:55,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,No,10 minutos o más,Si,Si,manual,medio,3 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,Hilo o celillos interdentales – depende de situacion,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
6/17/2014 11:48:45,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,manual,pequeño,3 meses,Vertical,Si,tamaño arveja ,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo
6/17/2014 11:54:27,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,No,Si,no recomendaría,pequeño,3 meses,no recomendaría,Si,"mas que tamaño arveja, menos que 1/2 cabeza",Irrigator,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 12:07:19,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,1-2 minutos,No,Si,no recomendaría,pequeño,3 meses,recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,De acuerdo
6/17/2014 12:17:36,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,No,Si,manual,pequeño,3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 12:18:35,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 12:18:48,Letonia,,Dentista,cuando usted sienta que es necesario,No,10 minutos o más,No,Si,manual,pequeño,1-3 meses,recomendaría,Si,tamaño arveja ,Hilo o celillos interdentales – depende de situacion,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo
6/17/2014 12:20:18,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,manual,medio,no recomendaría,recomendaría,Si,no recomendaría,cepillos interdentales,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
6/17/2014 12:21:52,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,No,Si,no recomendaría,pequeño,3 meses,Bass,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 12:24:31,Letonia,,Dentista,cuando usted sienta que es necesario,Si,8 minutos,No,Si,eléctrico,medio,3 meses,no recomendaría,Si,no recomendaría,hilo dental,De acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
6/17/2014 12:24:42,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,cuando las cerdas estén abiertas,Solo technique,Si,tamaño arveja ,cepillos interdentales,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo
6/17/2014 12:45:46,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,1-2 minutos,No,Si,no recomendaría,pequeño,3-6 meses,recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
6/17/2014 12:47:58,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,,,Si,manual,medio,1-3 meses,no recomendaría,Si,tamaño arveja ,ambos,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
